station_id,station_code,station_name,date,flow_m3,NH4-N_tonnes,NO3-N_tonnes,PO4-P_tonnes,SPM_tonnes,Si_tonnes,TOC_tonnes,TOTN_tonnes,TOTP_tonnes
29613,TELESKI,Skienselva,2010-02-28,2432321987,25.198,413.808,3.162,1880.279,2622.404,6275.345,660.617,9.582
29613,TELESKI,Skienselva,2010-05-31,2654269380,28.448,420.382,2.654,1509.722,2776.384,5983.048,677.957,8.054
29613,TELESKI,Skienselva,2010-08-31,1475020068,25.302,165.225,2.641,2212.671,1340.921,3581.394,346.858,5.005
29613,TELESKI,Skienselva,2010-11-30,2464511496,33.818,339.391,3.484,5829.536,2523.534,7352.464,699.375,10.743
29613,TELESKI,Skienselva,2011-02-28,2011715504,21.574,305.553,2.012,1231.879,2091.944,5143.155,557.834,4.393
29613,TELESKI,Skienselva,2011-05-31,2002005589,23.408,351.223,2.04,3077.742,2076.28,4852.567,598.771,8.087
29613,TELESKI,Skienselva,2011-08-31,2992086354,43.902,409.166,5.173,3562.431,3034.273,9894.605,920.551,17.211
29613,TELESKI,Skienselva,2011-11-30,3086689716,46.984,442.931,6.967,4434.351,3570.794,12642.861,1076.727,17.586
29613,TELESKI,Skienselva,2012-02-29,2253406776,20.862,351.609,4.054,1744.289,2459.521,6058.549,673.542,7.728
29613,TELESKI,Skienselva,2012-05-31,2709154475,16.23,417.587,4.428,1448.703,2870.521,6627.647,765.38,12.594
29613,TELESKI,Skienselva,2012-08-31,2171157458,11.182,257.245,3.094,2226.758,2032.387,5224.31,563.018,8.98
29613,TELESKI,Skienselva,2012-11-30,2435229254,39.469,334.661,4.993,2088.902,2427.272,6108.523,715.927,9.109
29613,TELESKI,Skienselva,2013-02-28,2301715342,44.167,350.853,2.961,1222.291,2515.785,5499.262,672.39,8.078
29613,TELESKI,Skienselva,2013-05-31,3002965700,32.259,475.988,4.568,3044.05,3113.386,6929.837,817.387,10.82
29613,TELESKI,Skienselva,2013-08-31,2448755319,30.496,297.933,4.637,3035.822,2324.55,6933.823,660.088,8.901
29613,TELESKI,Skienselva,2013-11-30,2322721053,24.106,280.278,2.323,1767.921,2132.608,6534.6,620.367,6.769
29613,TELESKI,Skienselva,2014-02-28,2764038052,11.023,460.026,4.603,2631.291,3049.95,7113.289,806.94,9.083
29613,TELESKI,Skienselva,2014-05-31,3311377909,15.119,531.486,3.377,3241.05,3579.631,8728.727,915.717,10.426
29613,TELESKI,Skienselva,2014-08-31,1900042255,18.386,178.442,1.9,963.836,1612.203,4560.52,445.129,3.581
29613,TELESKI,Skienselva,2014-11-30,3104536602,31.331,333.676,4.665,2166.717,2944.875,8543.057,743.724,10.094
29613,TELESKI,Skienselva,2015-02-28,2563552666,15.37,381.546,4.416,1606.813,2803.541,7262.619,741.969,7.119
29613,TELESKI,Skienselva,2015-05-31,2860811379,16.377,422.14,3.461,1985.895,3075.292,7272.783,790.088,8.795
29613,TELESKI,Skienselva,2015-08-31,2081909860,22.997,204.207,2.082,1505.443,1878.715,5556.41,477.038,5.665
29613,TELESKI,Skienselva,2015-11-30,3561975045,44.108,337.473,4.918,4850.006,3558.42,12355.517,961.423,15.591
29613,TELESKI,Skienselva,2016-02-29,2385180921,14.165,326.229,3.651,2564.305,2591.996,7036.989,677.312,10.639
29613,TELESKI,Skienselva,2016-05-31,2840119933,9.847,382.83,3.0,1799.346,2996.686,7472.966,762.836,14.36
29613,TELESKI,Skienselva,2016-08-31,2128438381,15.032,177.693,2.128,853.553,1814.745,4877.392,489.4,6.554
29613,TELESKI,Skienselva,2016-11-30,1871020335,30.096,168.032,1.871,774.226,1600.798,4092.533,380.4,5.613
29613,TELESKI,Skienselva,2017-02-28,1964685203,16.476,247.279,2.028,780.417,1957.746,4602.67,437.669,5.91
29613,TELESKI,Skienselva,2017-05-31,2422688531,7.887,372.703,4.289,1342.315,2486.839,5898.646,605.025,7.382
29613,TELESKI,Skienselva,2017-08-31,1943763694,29.345,259.4,2.101,1603.046,1906.432,5649.732,555.3,17.313
29613,TELESKI,Skienselva,2017-11-30,2945883016,38.667,399.528,8.69,6616.351,3163.302,10080.06,783.821,20.082
29613,TELESKI,Skienselva,2018-02-28,2505021961,15.749,339.238,4.077,1290.593,2685.836,6755.492,668.691,7.372
29613,TELESKI,Skienselva,2018-05-31,3165100229,20.741,422.479,3.165,2095.099,3260.432,7294.754,813.965,9.302
29613,TELESKI,Skienselva,2018-08-31,1368707049,24.222,106.201,1.369,906.095,1198.422,3098.016,261.231,4.129
29613,TELESKI,Skienselva,2018-11-30,2545855450,34.073,279.638,3.335,1511.464,2283.502,5794.453,488.776,8.027
29613,TELESKI,Skienselva,2019-02-28,2200336138,11.551,362.387,3.515,1600.456,2378.334,5370.762,537.941,7.258
29613,TELESKI,Skienselva,2019-05-31,2504354615,9.203,384.487,4.306,2453.633,2708.234,6001.329,587.934,9.315
29613,TELESKI,Skienselva,2019-08-31,2149929149,31.448,253.274,2.884,1153.099,2019.775,5740.941,452.537,9.876
29613,TELESKI,Skienselva,2019-11-30,1976614118,36.806,231.716,3.394,1414.355,1948.569,5844.199,442.708,6.92
29613,TELESKI,Skienselva,2020-02-29,2240259529,12.215,350.235,3.248,2588.583,2501.114,6278.595,586.594,8.446
29613,TELESKI,Skienselva,2020-05-31,2802692145,5.605,434.083,5.965,1526.774,3147.634,7574.276,673.73,9.185
29613,TELESKI,Skienselva,2020-08-31,2707557324,7.021,296.44,3.656,2341.48,2514.562,7932.75,506.305,9.094
29613,TELESKI,Skienselva,2020-11-30,4087882458,52.701,549.984,14.964,10954.177,4542.888,14592.194,990.024,29.974
29613,TELESKI,Skienselva,2021-02-28,2865523854,31.03,396.989,2.926,2310.646,3333.735,8864.693,796.963,9.793
29613,TELESKI,Skienselva,2021-05-31,2794945561,7.406,418.363,2.795,2023.375,3166.354,8244.881,715.988,8.385
29613,TELESKI,Skienselva,2021-08-31,1887572297,25.223,159.944,2.088,1528.095,1773.277,4941.326,357.731,6.227
29613,TELESKI,Skienselva,2021-11-30,2132681624,22.214,300.271,6.066,5025.707,2356.296,6735.557,582.032,11.558
29613,TELESKI,Skienselva,2022-02-28,1946271355,19.914,277.557,1.97,1471.944,2131.307,5272.404,555.092,6.059
29613,TELESKI,Skienselva,2022-05-31,1787311907,52.341,285.068,2.574,1790.191,1936.837,4574.636,469.334,7.428
29613,TELESKI,Skienselva,2022-08-31,876781763,32.718,87.571,1.615,1300.821,804.055,2048.112,214.19,4.856
29613,TELESKI,Skienselva,2022-11-30,2420804522,38.269,352.968,5.107,5319.088,2728.782,7991.986,640.278,13.763
29613,TELESKI,Skienselva,2023-02-28,2573082542,30.954,412.919,3.226,2737.634,3082.241,8001.902,643.702,10.087
29613,TELESKI,Skienselva,2023-05-31,3163944592,88.377,429.06,5.619,4653.023,3777.188,9277.944,954.39,15.122
29613,TELESKI,Skienselva,2023-08-31,2460328436,105.023,138.273,5.632,3669.306,2345.735,7182.659,713.942,12.042
29613,TELESKI,Skienselva,2023-11-30,2601321205,35.382,288.627,4.913,3050.851,2750.065,9144.187,605.429,10.186
29615,VESENUM,Numedalslågen,1990-05-31,883307844,17.666,174.435,3.647,3913.276,1114.826,1766.616,314.483,8.772
29615,VESENUM,Numedalslågen,1990-08-31,1103032767,22.061,68.82,4.522,2622.332,1392.141,2206.066,224.811,8.769
29615,VESENUM,Numedalslågen,1990-11-30,723379867,14.468,125.831,1.249,1296.325,912.98,1446.76,247.223,4.351
29615,VESENUM,Numedalslågen,1991-02-28,752423702,15.048,136.098,1.585,1311.566,949.636,1504.847,247.501,4.329
29615,VESENUM,Numedalslågen,1991-05-31,1139540609,22.791,197.208,6.106,5740.605,1438.218,2279.081,385.995,11.71
29615,VESENUM,Numedalslågen,1991-08-31,628199288,12.564,61.303,0.993,1208.344,792.852,1256.399,144.51,3.264
29615,VESENUM,Numedalslågen,1991-11-30,501300453,10.026,258.431,6.614,6130.896,632.693,1948.683,375.558,12.545
29615,VESENUM,Numedalslågen,1992-02-29,422635723,16.555,120.457,2.211,1507.256,533.41,1814.184,195.764,4.799
29615,VESENUM,Numedalslågen,1992-05-31,768488978,26.403,246.218,3.423,3202.843,969.912,3300.924,358.906,8.38
29615,VESENUM,Numedalslågen,1992-08-31,596936350,13.559,96.277,1.275,1078.994,753.395,2565.356,159.845,3.814
29615,VESENUM,Numedalslågen,1992-11-30,719732078,21.985,236.823,1.287,1699.531,908.376,3094.694,375.712,5.023
29615,VESENUM,Numedalslågen,1993-02-28,969618623,38.618,347.066,5.355,4658.799,1223.759,4169.36,533.965,9.793
29615,VESENUM,Numedalslågen,1993-05-31,934861320,21.734,194.645,4.886,4233.328,1179.891,4019.904,345.06,9.648
29615,VESENUM,Numedalslågen,1993-08-31,977952967,11.085,64.697,2.554,2234.407,1234.277,4205.198,206.95,5.937
29615,VESENUM,Numedalslågen,1993-11-30,841756965,23.132,263.345,8.39,8794.273,1062.384,3607.925,511.062,15.205
29615,VESENUM,Numedalslågen,1994-02-28,862802161,35.363,211.029,4.285,4645.503,1088.945,3626.101,372.161,8.338
29615,VESENUM,Numedalslågen,1994-05-31,1317031741,27.626,498.554,6.034,8433.622,1662.23,5375.985,673.674,13.033
29615,VESENUM,Numedalslågen,1994-08-31,803737323,9.136,85.618,1.616,2628.44,1014.399,3203.687,234.076,6.199
29615,VESENUM,Numedalslågen,1994-11-30,1003472646,29.063,268.989,2.861,4453.544,1266.486,3900.886,503.125,8.977
29615,VESENUM,Numedalslågen,1995-02-28,905213614,42.633,209.207,4.252,3849.004,1142.473,3419.932,365.154,19.65
29615,VESENUM,Numedalslågen,1995-05-31,1171020760,30.837,277.161,4.229,5749.601,1558.554,4287.199,476.656,9.203
29615,VESENUM,Numedalslågen,1995-08-31,1176300748,15.634,152.163,3.193,4805.401,1155.459,4215.886,374.464,9.748
29615,VESENUM,Numedalslågen,1995-11-30,801655089,20.713,129.686,2.129,2633.465,955.808,2778.607,301.985,6.132
29615,VESENUM,Numedalslågen,1996-02-29,658535735,27.522,81.368,2.352,1808.433,600.493,2239.204,177.633,3.917
29615,VESENUM,Numedalslågen,1996-05-31,834229671,22.336,264.537,5.491,7875.43,1000.298,2836.381,430.896,13.225
29615,VESENUM,Numedalslågen,1996-08-31,604552596,6.336,66.035,0.902,1102.737,293.456,2055.479,181.466,4.849
29615,VESENUM,Numedalslågen,1996-11-30,614336120,26.17,189.762,1.973,1387.698,907.061,2088.743,334.277,5.773
29615,VESENUM,Numedalslågen,1997-02-28,336611354,27.984,138.909,1.819,1424.716,619.739,1144.479,216.989,3.384
29615,VESENUM,Numedalslågen,1997-05-31,772672167,23.486,140.683,2.533,2942.539,993.87,2627.085,278.106,6.325
29615,VESENUM,Numedalslågen,1997-08-31,776845262,11.41,56.788,1.179,1789.316,622.759,2641.274,186.057,4.658
29615,VESENUM,Numedalslågen,1997-11-30,775253473,20.396,240.762,2.768,3064.907,1202.091,2635.862,408.306,7.621
29615,VESENUM,Numedalslågen,1998-02-28,746878007,26.722,332.569,6.408,6415.237,1337.473,2539.385,488.117,11.705
29615,VESENUM,Numedalslågen,1998-05-31,1254581699,39.958,315.159,5.445,6105.719,1556.014,4199.547,526.498,13.461
29615,VESENUM,Numedalslågen,1998-08-31,888965076,14.71,95.928,4.732,4316.302,816.672,2748.551,274.127,10.968
29615,VESENUM,Numedalslågen,1998-11-30,954289839,25.092,218.361,3.226,4452.6,1486.841,2607.487,444.429,10.166
29615,VESENUM,Numedalslågen,1999-02-28,707395465,36.595,205.095,1.732,962.694,1065.418,1655.093,287.836,4.974
29615,VESENUM,Numedalslågen,1999-05-31,1252806445,36.729,217.679,3.113,8167.251,1586.557,4758.058,400.281,8.679
29615,VESENUM,Numedalslågen,1999-08-31,1034292376,14.049,156.966,2.047,11929.828,1297.404,4569.731,357.399,7.124
29615,VESENUM,Numedalslågen,1999-11-30,811321509,24.083,302.259,14.948,10095.897,1547.951,4500.751,580.981,5.543
29615,VESENUM,Numedalslågen,2000-02-29,848166313,34.103,144.898,2.67,1393.044,1314.876,2209.146,269.836,5.754
29615,VESENUM,Numedalslågen,2000-05-31,1054987117,24.709,302.236,6.194,6689.794,1861.168,4433.47,499.197,7.1
29615,VESENUM,Numedalslågen,2000-08-31,1128123422,27.068,210.582,5.004,5260.975,1659.231,4437.743,436.4,7.542
29615,VESENUM,Numedalslågen,2000-11-30,2033917747,58.6,591.58,11.344,60600.346,7001.972,13545.668,1225.505,13.479
29615,VESENUM,Numedalslågen,2001-02-28,1210333181,39.978,319.86,4.094,7558.527,2618.095,4889.044,500.053,7.976
29615,VESENUM,Numedalslågen,2001-05-31,1429005006,48.633,442.03,6.894,30092.626,3463.843,5949.429,769.546,9.332
29615,VESENUM,Numedalslågen,2001-08-31,858846102,15.498,80.818,16.817,2150.245,961.324,3285.681,219.855,5.574
29615,VESENUM,Numedalslågen,2001-11-30,1127657632,26.472,223.291,3.456,5290.619,1964.293,7052.547,434.809,7.26
29615,VESENUM,Numedalslågen,2002-02-28,796013748,37.131,179.79,5.762,1654.672,1278.315,2492.742,286.722,5.087
29615,VESENUM,Numedalslågen,2002-05-31,943655242,21.851,186.625,2.38,4274.508,1293.711,4077.333,316.579,5.978
29615,VESENUM,Numedalslågen,2002-08-31,925513545,12.495,103.935,2.352,2061.942,1030.891,2885.612,252.219,5.824
29615,VESENUM,Numedalslågen,2002-11-30,627252282,14.961,180.829,4.77,2956.529,848.632,2639.392,301.752,3.914
29615,VESENUM,Numedalslågen,2003-02-28,573364313,30.839,188.013,2.473,2026.57,959.214,1918.636,274.41,3.552
29615,VESENUM,Numedalslågen,2003-05-31,1174916051,29.854,428.773,2.443,10141.854,2129.027,6401.5,625.424,7.209
29615,VESENUM,Numedalslågen,2003-08-31,760447135,18.351,98.913,1.167,1988.117,910.938,3671.786,214.809,4.637
29615,VESENUM,Numedalslågen,2003-11-30,620830544,21.333,95.476,0.621,941.142,740.901,2217.41,183.599,3.751
29615,VESENUM,Numedalslågen,2004-02-29,623001421,32.513,192.161,1.765,3544.655,1002.182,1996.842,291.587,4.596
29615,VESENUM,Numedalslågen,2004-05-31,1240336994,33.327,381.446,5.997,8693.795,2137.972,5722.573,650.751,15.106
29615,VESENUM,Numedalslågen,2004-08-31,748915401,13.316,93.058,1.411,1676.539,882.64,3111.745,237.038,4.15
29615,VESENUM,Numedalslågen,2004-11-30,911044265,22.879,223.539,3.739,5078.506,1674.234,5539.654,458.777,9.817
29615,VESENUM,Numedalslågen,2005-02-28,753809863,27.829,203.323,2.42,2902.171,1270.495,2361.119,339.297,5.486
29615,VESENUM,Numedalslågen,2005-05-31,717365547,16.003,149.341,1.972,2322.441,1087.962,2395.917,277.513,5.473
29615,VESENUM,Numedalslågen,2005-08-31,870364734,12.467,102.462,1.305,1419.036,1030.36,2850.394,234.387,5.071
29615,VESENUM,Numedalslågen,2005-11-30,771034218,16.026,260.681,3.978,5135.958,1338.768,3966.564,397.173,12.023
29615,VESENUM,Numedalslågen,2006-02-28,947428220,29.064,196.853,2.764,2420.893,1438.56,2806.347,330.582,7.112
29615,VESENUM,Numedalslågen,2006-05-31,1159659597,23.889,441.847,8.427,9587.876,2072.928,5739.953,669.715,15.817
29615,VESENUM,Numedalslågen,2006-08-31,638930221,14.867,75.077,1.174,2276.432,679.533,2100.902,190.712,3.727
29615,VESENUM,Numedalslågen,2006-11-30,1158885956,23.515,297.383,5.608,6361.474,2140.685,6402.826,609.429,12.55
29615,VESENUM,Numedalslågen,2007-02-28,871667837,23.422,307.531,9.619,6741.809,1841.149,3485.239,496.475,15.424
29615,VESENUM,Numedalslågen,2007-05-31,899431799,19.277,257.966,23.522,61671.184,1741.201,3219.826,448.574,29.937
29615,VESENUM,Numedalslågen,2007-08-31,1858663592,30.135,268.362,61.257,92436.36,3309.964,10479.593,697.98,101.067
29615,VESENUM,Numedalslågen,2007-11-30,711985458,12.383,133.784,1.626,1212.122,1035.704,2348.442,259.333,3.971
29615,VESENUM,Numedalslågen,2008-02-29,1032631573,49.356,467.417,6.798,7432.674,2011.905,3632.298,684.896,12.099
29615,VESENUM,Numedalslågen,2008-05-31,1415479324,20.342,341.561,8.319,14936.576,2455.116,6286.064,608.503,16.563
29615,VESENUM,Numedalslågen,2008-08-31,961284225,14.163,76.004,2.299,2854.225,1098.839,2774.523,228.05,6.923
29615,VESENUM,Numedalslågen,2008-11-30,1018876221,24.56,174.769,3.206,3292.972,1616.565,4161.18,382.622,10.072
29615,VESENUM,Numedalslågen,2009-02-28,917451581,40.068,179.068,2.083,2001.648,1359.653,2093.512,350.498,9.426
29615,VESENUM,Numedalslågen,2009-05-31,1087642858,37.115,272.301,7.01,9982.948,1876.471,3797.32,522.668,14.043
29615,VESENUM,Numedalslågen,2009-08-31,855307193,13.646,84.517,1.422,1497.27,1149.243,4128.212,261.059,6.252
29615,VESENUM,Numedalslågen,2009-11-30,974234738,19.283,251.711,11.49,10873.15,2042.163,5447.915,527.458,20.444
29615,VESENUM,Numedalslågen,2010-02-28,877156028,33.281,215.446,7.182,5588.618,1548.418,2655.001,405.812,11.333
29615,VESENUM,Numedalslågen,2010-05-31,957734297,29.36,336.061,4.99,4130.766,1827.762,4670.773,530.906,10.929
29615,VESENUM,Numedalslågen,2010-08-31,803151838,16.221,86.233,2.88,2848.178,1035.436,3888.168,235.565,7.963
29615,VESENUM,Numedalslågen,2010-11-30,1021670934,18.811,210.34,4.933,4543.226,1930.033,5947.262,472.072,11.478
29615,VESENUM,Numedalslågen,2011-02-28,683560177,36.271,126.859,3.392,2999.434,1040.109,2110.723,324.029,6.449
29615,VESENUM,Numedalslågen,2011-05-31,787474928,29.177,378.455,6.307,7234.666,1586.889,3242.121,571.254,13.774
29615,VESENUM,Numedalslågen,2011-08-31,1646102138,28.527,209.322,4.729,5180.876,2507.867,8933.525,565.292,14.447
29615,VESENUM,Numedalslågen,2011-11-30,1311009981,38.942,255.157,4.273,4729.714,2363.844,6463.247,578.853,11.46
29615,VESENUM,Numedalslågen,2012-02-29,895263289,22.41,282.708,13.568,12261.154,1771.151,3207.654,498.253,20.519
29615,VESENUM,Numedalslågen,2012-05-31,1057130769,20.393,182.719,7.255,2626.532,1686.747,3830.42,381.285,17.17
29615,VESENUM,Numedalslågen,2012-08-31,1279552441,16.272,144.891,6.211,4848.335,1753.308,5058.595,405.068,13.066
29615,VESENUM,Numedalslågen,2012-11-30,1148247236,22.518,252.331,10.186,10592.957,2226.93,6346.808,571.01,17.617
29615,VESENUM,Numedalslågen,2013-02-28,821638074,56.549,231.401,9.098,7296.095,1605.912,3000.785,542.587,16.313
29615,VESENUM,Numedalslågen,2013-05-31,1117055374,39.233,284.608,10.258,9363.709,1918.496,5766.844,543.45,16.93
29615,VESENUM,Numedalslågen,2013-08-31,1106325164,15.827,193.15,4.362,3734.991,1423.515,5509.13,437.826,8.797
29615,VESENUM,Numedalslågen,2013-11-30,816058138,17.667,158.287,3.055,3149.989,1249.363,3796.619,338.049,7.791
29615,VESENUM,Numedalslågen,2014-02-28,945475086,30.084,334.161,12.261,11781.478,2024.694,3882.072,533.252,19.983
29615,VESENUM,Numedalslågen,2014-05-31,1435945347,32.128,325.576,4.005,3825.177,2248.75,5012.473,587.334,9.441
29615,VESENUM,Numedalslågen,2014-08-31,634472147,16.219,69.542,2.972,1770.798,747.03,1980.636,187.196,5.472
29615,VESENUM,Numedalslågen,2014-11-30,1324989983,34.417,281.327,15.562,9627.069,2475.479,7428.443,638.424,24.953
29615,VESENUM,Numedalslågen,2015-02-28,882255239,36.077,262.92,8.181,6883.58,1787.572,2886.118,502.039,13.79
29615,VESENUM,Numedalslågen,2015-05-31,949003767,23.997,190.392,4.099,3910.88,1688.394,3289.695,385.37,7.196
29615,VESENUM,Numedalslågen,2015-08-31,910142639,19.798,109.818,4.185,5639.68,1188.057,4430.417,311.316,8.97
29615,VESENUM,Numedalslågen,2015-11-30,1468460526,32.399,250.1,13.362,21320.426,2606.943,9404.732,661.388,24.552
29615,VESENUM,Numedalslågen,2016-02-29,867997868,28.847,251.676,5.052,3046.269,1825.249,3157.907,440.196,8.592
29615,VESENUM,Numedalslågen,2016-05-31,1136445793,27.633,215.241,4.813,4030.448,2042.235,4802.267,452.698,9.248
29615,VESENUM,Numedalslågen,2016-08-31,769023247,14.994,54.93,1.551,2112.494,951.425,2926.516,205.614,4.929
29615,VESENUM,Numedalslågen,2016-11-30,727391526,26.51,100.77,1.551,1201.532,1125.527,3267.265,271.49,4.148
29615,VESENUM,Numedalslågen,2017-02-28,804183967,31.018,144.457,2.196,1729.689,1256.862,2672.207,296.903,6.252
29615,VESENUM,Numedalslågen,2017-05-31,937585568,36.907,354.486,5.816,5568.541,1680.292,4131.393,521.148,14.65
29615,VESENUM,Numedalslågen,2017-08-31,931287229,23.21,93.964,1.998,2128.099,1131.082,3244.599,274.555,5.773
29615,VESENUM,Numedalslågen,2017-11-30,1155563555,29.07,274.76,28.292,13714.278,2146.048,6525.061,544.098,40.604
29615,VESENUM,Numedalslågen,2018-02-28,910704403,42.968,227.312,3.951,4129.246,1648.335,2907.276,452.256,7.423
29615,VESENUM,Numedalslågen,2018-05-31,1397847972,54.801,307.297,8.037,6829.96,2323.823,5505.67,628.374,13.288
29615,VESENUM,Numedalslågen,2018-08-31,531066323,14.196,45.727,2.425,1337.671,568.782,1404.004,112.931,4.049
29615,VESENUM,Numedalslågen,2018-11-30,775112604,36.794,260.068,6.131,4704.701,1322.024,3751.793,425.53,11.895
29615,VESENUM,Numedalslågen,2019-02-28,711662226,76.67,364.224,6.597,4349.862,1424.89,2714.104,527.625,10.222
29615,VESENUM,Numedalslågen,2019-05-31,1273417267,11.457,357.862,6.46,6240.733,2109.998,5530.662,563.473,12.49
29615,VESENUM,Numedalslågen,2019-08-31,814150289,20.278,101.115,2.441,1956.255,1015.716,3016.194,210.065,5.466
29615,VESENUM,Numedalslågen,2019-11-30,920996055,44.379,296.233,4.928,3117.544,1699.56,5373.376,528.62,10.226
29615,VESENUM,Numedalslågen,2020-02-29,1037744892,25.444,338.306,7.943,5738.741,2048.113,4755.432,547.986,12.127
29615,VESENUM,Numedalslågen,2020-05-31,1073257500,14.677,181.102,4.331,2215.096,1603.991,4310.991,337.854,6.888
29615,VESENUM,Numedalslågen,2020-08-31,1219885963,2.783,75.122,6.031,7663.144,1667.428,6065.927,285.893,13.237
29615,VESENUM,Numedalslågen,2020-11-30,1401124819,16.796,424.372,30.794,32550.824,3073.439,9790.706,730.175,50.585
29615,VESENUM,Numedalslågen,2021-02-28,1205143339,103.173,285.173,5.331,4258.289,2205.535,4307.645,608.379,10.93
29615,VESENUM,Numedalslågen,2021-05-31,1330436727,45.56,277.446,4.942,4519.69,2249.023,5974.998,570.326,9.692
29615,VESENUM,Numedalslågen,2021-08-31,662051047,14.346,64.862,1.719,1432.05,823.634,3214.036,175.973,4.676
29615,VESENUM,Numedalslågen,2021-11-30,869771852,14.623,314.072,18.998,24066.329,1860.778,5977.771,550.599,28.468
29615,VESENUM,Numedalslågen,2022-02-28,586951499,33.777,123.692,1.512,1986.349,1043.757,1788.796,245.377,3.577
29615,VESENUM,Numedalslågen,2022-05-31,507071377,13.87,118.633,1.601,1278.009,856.972,1844.346,165.961,3.413
29615,VESENUM,Numedalslågen,2022-08-31,534919241,10.126,31.737,0.842,1109.444,574.967,1270.039,85.346,3.25
29615,VESENUM,Numedalslågen,2022-11-30,877499851,16.811,253.436,13.963,13194.228,1813.373,6913.237,444.764,21.857
29615,VESENUM,Numedalslågen,2023-02-28,847507766,36.036,254.988,4.475,4284.361,1794.704,3970.406,389.604,8.815
29615,VESENUM,Numedalslågen,2023-05-31,1360089009,26.226,280.403,8.955,6654.797,2517.194,6217.379,539.631,15.42
29615,VESENUM,Numedalslågen,2023-08-31,1305458447,6.436,61.806,6.551,6957.233,1813.387,5737.171,314.806,12.821
29615,VESENUM,Numedalslågen,2023-11-30,1095573572,20.499,232.501,7.738,6128.587,2087.796,6648.132,475.153,15.661
29617,ØSTEGLO,Glomma ved Sarpsfoss,1990-05-31,6858126222,445.778,2153.464,71.156,94128.536,10899.723,28233.93,3449.961,145.569
29617,ØSTEGLO,Glomma ved Sarpsfoss,1990-08-31,8216640859,534.082,1909.954,14.798,29959.181,13058.83,25062.668,3251.654,78.181
29617,ØSTEGLO,Glomma ved Sarpsfoss,1990-11-30,4301467768,279.595,1174.544,8.303,8561.593,6836.387,9360.813,1762.464,30.047
29617,ØSTEGLO,Glomma ved Sarpsfoss,1991-02-28,3569218744,231.999,1915.84,35.948,29988.098,5672.613,11912.46,2620.839,63.203
29617,ØSTEGLO,Glomma ved Sarpsfoss,1991-05-31,4565841002,296.78,1947.892,76.062,38632.229,7256.559,20564.973,3152.949,193.782
29617,ØSTEGLO,Glomma ved Sarpsfoss,1991-08-31,6171530205,401.149,1394.297,16.792,28034.726,9808.505,21229.632,2414.953,65.478
29617,ØSTEGLO,Glomma ved Sarpsfoss,1991-11-30,3754352044,244.033,1425.497,25.694,21077.941,5966.848,13686.164,2147.684,58.679
29617,ØSTEGLO,Glomma ved Sarpsfoss,1992-02-29,3442254759,214.643,1408.94,17.677,12166.863,5470.827,11726.342,2000.565,39.43
29617,ØSTEGLO,Glomma ved Sarpsfoss,1992-05-31,5281071449,205.718,2612.095,68.58,73251.747,8393.286,32023.104,3761.785,142.295
29617,ØSTEGLO,Glomma ved Sarpsfoss,1992-08-31,6246808142,167.145,1373.875,23.406,29086.466,9928.146,20255.199,2372.527,87.359
29617,ØSTEGLO,Glomma ved Sarpsfoss,1992-11-30,5060370225,124.686,2046.749,22.066,87742.962,8042.522,24291.283,2960.888,83.31
29617,ØSTEGLO,Glomma ved Sarpsfoss,1993-02-28,4265235759,211.662,2394.354,76.314,274533.275,6778.803,28360.59,3557.045,208.957
29617,ØSTEGLO,Glomma ved Sarpsfoss,1993-05-31,6696055795,156.113,2311.373,51.379,63746.766,10642.142,26660.643,3632.83,105.229
29617,ØSTEGLO,Glomma ved Sarpsfoss,1993-08-31,8504403380,129.33,1998.085,25.072,34669.914,13516.176,25781.345,3472.397,77.214
29617,ØSTEGLO,Glomma ved Sarpsfoss,1993-11-30,5206468853,96.751,1740.315,25.312,26466.744,8274.719,22166.356,2979.901,68.06
29617,ØSTEGLO,Glomma ved Sarpsfoss,1994-02-28,3631710237,175.658,2056.199,45.757,45131.006,5771.931,21568.919,3021.78,94.117
29617,ØSTEGLO,Glomma ved Sarpsfoss,1994-05-31,6558905427,200.186,2347.275,66.806,86750.655,10424.167,36113.095,3963.818,145.377
29617,ØSTEGLO,Glomma ved Sarpsfoss,1994-08-31,6778616152,112.607,1626.77,13.917,27728.632,10773.356,35240.097,2819.503,55.708
29617,ØSTEGLO,Glomma ved Sarpsfoss,1994-11-30,4427621345,110.346,1908.34,11.493,21138.668,7036.885,21384.041,2674.46,43.618
29617,ØSTEGLO,Glomma ved Sarpsfoss,1995-02-28,3986038805,195.272,2392.075,31.774,41186.612,6347.802,17681.349,3250.656,90.589
29617,ØSTEGLO,Glomma ved Sarpsfoss,1995-05-31,5269005369,204.626,2304.235,77.323,60984.63,8553.532,24963.734,3524.475,88.794
29617,ØSTEGLO,Glomma ved Sarpsfoss,1995-08-31,11940557565,242.143,3510.456,246.492,218126.762,13978.453,51055.039,5937.85,467.25
29617,ØSTEGLO,Glomma ved Sarpsfoss,1995-11-30,3019761840,50.213,1044.01,10.165,11052.536,3353.861,10432.749,1545.186,27.468
29617,ØSTEGLO,Glomma ved Sarpsfoss,1996-02-29,2699650516,132.973,1019.489,8.231,5403.945,3639.143,10842.982,1509.737,16.822
29617,ØSTEGLO,Glomma ved Sarpsfoss,1996-05-31,3471159326,306.437,1849.755,41.566,59501.087,4786.005,21334.556,2892.528,112.257
