station_id,station_code,station_name,date,flow_m3,NH4-N_tonnes,NO3-N_tonnes,PO4-P_tonnes,SPM_tonnes,Si_tonnes,TOC_tonnes,TOTN_tonnes,TOTP_tonnes
29612,BUSEDRA,Drammenselva,1999-11-30,2265299984,68.127,606.089,7.722,6416.714,2950.651,8537.644,1140.649,6.421
29612,BUSEDRA,Drammenselva,2000-02-29,2202461749,53.222,588.233,3.515,1682.937,2929.716,5905.536,937.066,6.135
29612,BUSEDRA,Drammenselva,2000-05-31,2626160489,65.371,675.67,6.485,5647.921,3630.962,7831.42,1166.72,7.178
29612,BUSEDRA,Drammenselva,2000-08-31,2642237523,76.846,466.397,6.494,4766.376,3497.791,8810.241,1225.868,7.1
29612,BUSEDRA,Drammenselva,2000-11-30,5282270195,159.935,1481.038,21.665,82293.12,11425.986,26429.17,2910.235,13.894
29612,BUSEDRA,Drammenselva,2001-02-28,3426704899,56.025,893.24,7.405,5993.502,5950.295,12798.451,1495.794,8.883
29612,BUSEDRA,Drammenselva,2001-05-31,3435983644,70.441,899.021,11.983,13254.467,5606.812,11991.901,1467.331,8.703
29612,BUSEDRA,Drammenselva,2001-08-31,3239889767,90.125,544.185,8.826,5549.947,3866.519,11102.761,1141.222,8.078
29612,BUSEDRA,Drammenselva,2001-11-30,2795382752,82.453,577.795,7.219,3758.71,3302.804,10702.54,911.982,6.82
29612,BUSEDRA,Drammenselva,2002-02-28,2220468027,91.663,696.548,9.317,4232.363,2835.831,6795.523,931.019,5.308
29612,BUSEDRA,Drammenselva,2002-05-31,3196298039,70.006,756.728,12.677,6075.932,4467.877,10007.416,1334.942,7.471
29612,BUSEDRA,Drammenselva,2002-08-31,2611737093,63.812,516.148,5.714,4967.351,2751.971,9625.018,994.427,5.999
29612,BUSEDRA,Drammenselva,2002-11-30,1351756994,48.244,375.593,9.435,1412.931,1484.993,4494.733,596.743,3.026
29612,BUSEDRA,Drammenselva,2003-02-28,1844449176,51.617,554.79,13.578,1309.602,2141.352,5405.537,808.583,4.046
29612,BUSEDRA,Drammenselva,2003-05-31,2974894317,70.859,1011.264,5.523,10945.621,3855.152,11492.176,1488.404,6.359
29612,BUSEDRA,Drammenselva,2003-08-31,2291390713,68.652,495.599,3.158,4670.736,2562.379,8893.209,832.694,4.814
29612,BUSEDRA,Drammenselva,2003-11-30,1554419488,84.16,356.579,1.554,1282.331,1612.801,5429.41,587.141,3.176
29612,BUSEDRA,Drammenselva,2004-02-29,2198327655,44.944,586.515,2.198,1878.96,2529.308,6338.196,827.53,6.435
29612,BUSEDRA,Drammenselva,2004-05-31,3303508886,50.251,805.21,12.26,22461.929,4102.54,10209.305,1387.956,27.881
29612,BUSEDRA,Drammenselva,2004-08-31,1709126486,34.346,315.443,2.72,4299.193,1877.18,5780.239,656.43,8.264
29612,BUSEDRA,Drammenselva,2004-11-30,2644901717,41.707,662.03,3.397,3886.515,3263.356,9797.209,1145.09,11.638
29612,BUSEDRA,Drammenselva,2005-02-28,2242884005,20.353,598.72,2.243,2067.393,2758.92,6145.785,893.842,7.794
29612,BUSEDRA,Drammenselva,2005-05-31,1998329356,23.987,500.292,2.931,3435.92,2360.499,5442.216,811.381,10.286
29612,BUSEDRA,Drammenselva,2005-08-31,2176003545,20.47,373.93,3.208,3259.316,2449.529,7471.764,764.402,13.651
29612,BUSEDRA,Drammenselva,2005-11-30,1998788699,36.476,688.698,2.887,3076.883,2613.4,6736.279,1019.473,13.585
29612,BUSEDRA,Drammenselva,2006-02-28,2327219531,25.987,696.615,2.34,1736.795,2911.988,6438.181,1006.9,10.207
29612,BUSEDRA,Drammenselva,2006-05-31,3004292322,36.911,1531.145,6.278,9469.294,4384.483,10476.111,2127.948,19.081
29612,BUSEDRA,Drammenselva,2006-08-31,1444085102,14.593,296.568,3.097,3733.577,1664.468,5180.692,565.942,10.114
29612,BUSEDRA,Drammenselva,2006-11-30,2800619272,34.213,858.953,4.419,4762.41,3720.6,10979.162,1480.837,13.729
29612,BUSEDRA,Drammenselva,2007-02-28,2980314574,22.303,922.787,6.438,5549.239,4271.17,9449.225,1446.931,13.156
29612,BUSEDRA,Drammenselva,2007-05-31,2976456086,24.119,978.64,8.459,10010.179,4101.73,8966.007,1461.089,18.806
29612,BUSEDRA,Drammenselva,2007-08-31,5121224252,62.31,1288.683,44.604,58721.463,7581.263,23273.705,2356.49,81.776
29612,BUSEDRA,Drammenselva,2007-11-30,1581245167,6.481,459.571,4.822,4580.498,2211.53,5827.494,751.656,12.19
29612,BUSEDRA,Drammenselva,2008-02-29,2207882006,9.996,754.965,5.976,4235.768,3072.927,6215.201,1085.521,12.353
29612,BUSEDRA,Drammenselva,2008-05-31,4778094418,46.817,1616.379,18.307,23037.977,6999.954,15784.951,2350.88,39.614
29612,BUSEDRA,Drammenselva,2008-08-31,3061250956,33.603,559.826,3.523,5307.379,3576.434,9953.76,1101.884,17.177
29612,BUSEDRA,Drammenselva,2008-11-30,2370857194,31.245,545.616,2.371,2522.411,3038.83,7993.585,944.986,12.111
29612,BUSEDRA,Drammenselva,2009-02-28,2243343349,19.713,562.157,3.001,1586.663,2963.716,6241.709,946.606,12.521
29612,BUSEDRA,Drammenselva,2009-05-31,3084493753,37.499,779.554,5.729,6612.615,4042.603,9095.979,1314.158,19.268
29612,BUSEDRA,Drammenselva,2009-08-31,2589596721,19.281,452.272,5.661,6452.686,3200.435,10243.287,978.66,22.013
29612,BUSEDRA,Drammenselva,2009-11-30,2333099132,21.018,658.922,7.622,5261.24,3405.727,9331.803,1181.529,16.222
29612,BUSEDRA,Drammenselva,2010-02-28,2362589005,31.218,611.855,2.904,1941.01,3264.642,6920.94,997.296,12.957
29612,BUSEDRA,Drammenselva,2010-05-31,2802915991,34.072,860.474,7.343,7994.372,4020.957,9109.198,1326.895,20.083
29612,BUSEDRA,Drammenselva,2010-08-31,2409533943,28.79,445.662,3.052,3807.902,2974.728,8598.944,850.837,13.993
29612,BUSEDRA,Drammenselva,2010-11-30,3062353381,38.208,671.87,6.476,6388.785,4289.63,12662.857,1232.374,20.053
29612,BUSEDRA,Drammenselva,2011-02-28,1846010945,55.478,512.359,3.249,1667.552,2644.957,6049.846,923.012,10.785
29612,BUSEDRA,Drammenselva,2011-05-31,2008894263,45.68,871.614,12.75,15100.399,3343.689,6959.308,1327.598,26.692
29612,BUSEDRA,Drammenselva,2011-08-31,5009603703,59.189,1072.933,12.864,13428.162,6870.726,22200.275,2160.405,44.913
29612,BUSEDRA,Drammenselva,2011-11-30,4022014490,37.915,933.275,9.989,8379.654,5897.356,18195.685,1774.054,33.369
29612,BUSEDRA,Drammenselva,2012-02-29,2419915114,19.623,646.554,3.283,1941.174,3398.291,6961.13,1019.593,12.542
29612,BUSEDRA,Drammenselva,2012-05-31,2888721417,21.328,669.495,3.774,3640.108,3728.519,8602.719,1138.773,16.057
29612,BUSEDRA,Drammenselva,2012-08-31,3247377071,35.657,900.442,269.593,272706.901,5977.463,19041.124,2075.093,375.107
29612,BUSEDRA,Drammenselva,2012-11-30,2620740232,25.362,666.968,17.17,16690.345,3883.567,9712.791,1241.618,27.803
29612,BUSEDRA,Drammenselva,2013-02-28,2502964476,28.189,627.274,3.125,2487.642,3509.475,7108.761,1021.883,8.266
29612,BUSEDRA,Drammenselva,2013-05-31,3383159105,51.328,1652.146,33.805,38885.686,5616.534,11467.996,2318.74,50.624
29612,BUSEDRA,Drammenselva,2013-08-31,3908097222,56.836,898.352,14.777,10020.311,5004.803,15187.349,1672.255,29.166
29612,BUSEDRA,Drammenselva,2013-11-30,2261808971,20.965,559.165,4.527,4977.3,2819.684,8433.207,987.218,17.02
29612,BUSEDRA,Drammenselva,2014-02-28,2796025834,23.07,885.861,9.465,8449.003,4275.558,8880.592,1397.126,17.863
29612,BUSEDRA,Drammenselva,2014-05-31,3989676685,26.516,959.048,14.22,8418.531,5425.529,12960.376,1671.267,23.888
29612,BUSEDRA,Drammenselva,2014-08-31,2127588707,21.642,318.115,4.299,4292.958,2367.655,6631.092,692.624,13.199
29612,BUSEDRA,Drammenselva,2014-11-30,3204382490,36.384,847.752,8.5,7060.257,4288.435,12366.655,1427.11,18.427
29612,BUSEDRA,Drammenselva,2015-02-28,2629008421,23.633,612.709,2.913,3133.337,3800.091,8101.997,1032.507,9.947
29612,BUSEDRA,Drammenselva,2015-05-31,2801997303,19.596,746.585,5.43,5338.363,4129.499,8608.637,1275.443,10.218
29612,BUSEDRA,Drammenselva,2015-08-31,2446281449,22.699,461.196,13.071,12398.653,3264.634,9919.048,995.688,25.798
29612,BUSEDRA,Drammenselva,2015-11-30,3785819898,23.177,876.129,45.949,42365.12,6717.538,20113.053,1977.56,75.908
29612,BUSEDRA,Drammenselva,2016-02-29,2427983424,16.137,762.034,14.467,11445.024,4124.485,8315.15,1223.669,27.274
29612,BUSEDRA,Drammenselva,2016-05-31,2746565336,24.569,825.849,21.756,20869.168,4434.605,9287.874,1389.361,36.575
29612,BUSEDRA,Drammenselva,2016-08-31,2414173132,30.473,393.256,9.537,5639.279,3102.702,9973.837,922.619,17.593
29612,BUSEDRA,Drammenselva,2016-11-30,1880088551,24.513,352.423,2.221,2513.213,2349.352,6328.81,711.487,8.885
29612,BUSEDRA,Drammenselva,2017-02-28,2306844132,21.795,539.028,3.567,2403.141,3011.969,6768.119,852.551,9.975
29612,BUSEDRA,Drammenselva,2017-05-31,2426824563,17.897,653.477,4.81,4388.231,3314.619,7830.81,1027.133,12.902
29612,BUSEDRA,Drammenselva,2017-08-31,2606087164,40.574,461.813,5.671,4419.926,3213.146,9740.054,930.373,11.401
29612,BUSEDRA,Drammenselva,2017-11-30,3472439007,28.023,955.59,11.288,8224.196,4957.086,16283.133,1450.725,29.636
29612,BUSEDRA,Drammenselva,2018-02-28,2576055535,21.988,587.96,3.112,1914.01,3500.33,7199.155,945.823,9.802
29612,BUSEDRA,Drammenselva,2018-05-31,3935208310,35.405,925.69,9.382,10384.701,5293.121,11879.937,1531.257,22.979
29612,BUSEDRA,Drammenselva,2018-08-31,1388641724,30.053,178.144,2.462,2069.249,1518.597,4222.095,384.194,7.216
29612,BUSEDRA,Drammenselva,2018-11-30,2395884931,25.746,552.616,3.611,3390.147,3032.783,8054.219,987.928,11.203
29612,BUSEDRA,Drammenselva,2019-02-28,2468106735,22.469,748.339,4.936,3394.648,3427.892,7879.642,1051.172,12.905
29612,BUSEDRA,Drammenselva,2019-05-31,3299499967,16.106,1621.013,9.242,8082.784,4933.021,11410.915,2046.209,21.043
29612,BUSEDRA,Drammenselva,2019-08-31,2549884728,23.885,635.087,5.29,4363.273,3286.13,9600.181,970.006,15.83
29612,BUSEDRA,Drammenselva,2019-11-30,2636148718,37.984,686.69,3.87,2713.566,3454.99,10575.401,1116.204,11.512
29612,BUSEDRA,Drammenselva,2020-02-29,2640613207,42.003,736.411,3.575,2455.221,3796.089,9150.256,1133.296,10.107
29612,BUSEDRA,Drammenselva,2020-05-31,2896618456,24.304,726.235,6.551,3554.245,3939.055,10284.282,1035.702,12.886
29612,BUSEDRA,Drammenselva,2020-08-31,3229920169,12.156,543.322,5.659,4400.278,3807.899,12740.025,929.129,12.199
29612,BUSEDRA,Drammenselva,2020-11-30,3861618059,18.474,2009.008,24.323,24378.085,6446.465,18132.008,2416.604,53.76
29612,BUSEDRA,Drammenselva,2021-02-28,2992476161,12.532,980.978,6.093,4454.705,4674.125,10323.519,1309.817,15.179
29612,BUSEDRA,Drammenselva,2021-05-31,3073099270,12.044,1159.339,10.105,12343.54,4752.002,11096.946,1416.254,20.869
29612,BUSEDRA,Drammenselva,2021-08-31,2346879446,36.952,487.015,5.082,5046.391,3103.167,8277.286,806.928,13.592
29612,BUSEDRA,Drammenselva,2021-11-30,2313812203,14.134,974.286,25.317,23048.416,4034.211,9771.189,1403.194,44.504
29612,BUSEDRA,Drammenselva,2022-02-28,2144899078,36.14,559.285,3.643,2074.307,3018.259,6162.707,778.181,7.909
29612,BUSEDRA,Drammenselva,2022-05-31,1645863933,26.584,427.605,3.085,1406.834,2033.923,4497.635,556.225,6.416
29612,BUSEDRA,Drammenselva,2022-08-31,1047388889,27.572,170.87,1.335,1181.854,1183.678,3359.362,304.715,5.006
29612,BUSEDRA,Drammenselva,2022-11-30,2458140175,25.912,893.494,8.268,9440.576,3667.203,10650.756,1270.089,21.901
29612,BUSEDRA,Drammenselva,2023-02-28,2545043803,27.806,703.553,3.431,2610.265,3870.886,8133.675,1025.041,9.384
29612,BUSEDRA,Drammenselva,2023-05-31,3744382841,38.801,1250.467,29.389,20071.09,6330.511,13097.577,1846.5,48.669
29612,BUSEDRA,Drammenselva,2023-08-31,5416322790,28.066,749.827,63.046,12598.285,8256.394,24999.007,1899.624,98.819
29612,BUSEDRA,Drammenselva,2023-11-30,3690334325,19.822,1102.984,21.701,11468.909,6254.134,19391.174,1761.563,41.407
29613,TELESKI,Skienselva,1990-05-31,2793608186,39.111,784.818,3.018,3253.936,2742.306,4637.39,1084.316,13.076
29613,TELESKI,Skienselva,1990-08-31,2918832229,40.864,597.018,2.122,2540.436,2865.23,4845.262,953.791,11.106
29613,TELESKI,Skienselva,1990-11-30,2215529310,31.017,460.786,2.17,1506.978,2174.843,3677.779,730.51,22.484
29613,TELESKI,Skienselva,1991-02-28,2118289177,29.656,550.334,3.477,1525.902,2079.388,3516.36,792.687,8.464
29613,TELESKI,Skienselva,1991-05-31,2504651113,35.065,664.162,3.859,2548.376,2458.655,4157.721,1042.159,11.755
29613,TELESKI,Skienselva,1991-08-31,1000212236,14.003,213.89,0.697,1026.56,981.844,1660.352,331.816,4.385
29613,TELESKI,Skienselva,1991-11-30,1264911068,17.709,311.271,1.711,939.245,1241.682,2147.591,466.097,3.931
29613,TELESKI,Skienselva,1992-02-29,1557826527,22.517,423.866,2.894,1173.283,1529.218,2906.18,588.685,5.474
29613,TELESKI,Skienselva,1992-05-31,1807118185,44.164,494.38,1.837,1949.075,1773.932,3063.388,716.881,8.634
29613,TELESKI,Skienselva,1992-08-31,1109226950,24.084,212.74,1.109,1087.046,1088.857,1626.703,359.039,6.449
29613,TELESKI,Skienselva,1992-11-30,2155929437,48.185,495.49,2.883,3508.824,2116.337,3531.3,773.852,8.437
29613,TELESKI,Skienselva,1993-02-28,2472134810,17.749,722.142,5.671,6674.666,2426.736,4425.228,961.791,11.437
29613,TELESKI,Skienselva,1993-05-31,2645196788,27.677,700.508,1.595,1226.588,2596.62,5321.011,934.52,6.09
29613,TELESKI,Skienselva,1993-08-31,1387541424,21.932,275.297,0.899,832.356,1362.06,3056.223,410.387,3.565
29613,TELESKI,Skienselva,1993-11-30,1792069317,26.983,343.924,1.209,926.885,1759.159,4265.786,550.684,4.338
29613,TELESKI,Skienselva,1994-02-28,1931629649,21.112,464.428,1.595,698.447,1896.157,4591.328,625.153,4.536
29613,TELESKI,Skienselva,1994-05-31,2901475420,28.071,758.584,3.396,2839.841,2848.192,6823.078,1026.001,8.19
29613,TELESKI,Skienselva,1994-08-31,1508290671,17.656,311.343,1.039,1843.91,1480.592,3515.713,485.044,4.354
29613,TELESKI,Skienselva,1994-11-30,2551947554,57.61,535.885,1.695,4622.612,2505.083,5888.737,902.04,11.11
29613,TELESKI,Skienselva,1995-02-28,2280978361,34.703,575.813,2.556,1607.896,2239.09,5207.61,828.83,8.957
29613,TELESKI,Skienselva,1995-05-31,2874512865,13.863,719.484,1.876,2124.728,2808.539,6494.362,972.886,8.202
29613,TELESKI,Skienselva,1995-08-31,2297818761,21.111,474.265,1.149,2278.38,2042.434,5149.078,759.916,7.665
29613,TELESKI,Skienselva,1995-11-30,2389276462,45.35,453.991,1.539,2238.307,2045.642,5289.333,720.811,8.74
29613,TELESKI,Skienselva,1996-02-29,2074862621,27.229,469.403,1.769,1257.54,1911.368,4564.859,676.45,5.531
29613,TELESKI,Skienselva,1996-05-31,1749072553,18.592,392.768,2.183,1454.413,1630.103,3847.96,575.285,5.968
29613,TELESKI,Skienselva,1996-08-31,801710506,9.939,148.48,0.6,759.058,626.503,1763.763,256.522,2.467
29613,TELESKI,Skienselva,1996-11-30,1551018706,46.618,308.477,1.488,1300.117,1187.747,3412.241,477.695,5.533
29613,TELESKI,Skienselva,1997-02-28,1687623010,19.755,413.573,2.434,1494.42,1419.075,3712.771,590.664,13.266
29613,TELESKI,Skienselva,1997-05-31,1974895143,20.433,447.94,1.31,1360.19,1718.638,4344.769,644.307,6.089
29613,TELESKI,Skienselva,1997-08-31,1332003936,17.287,205.75,0.814,3539.372,1092.939,2930.409,386.397,5.374
29613,TELESKI,Skienselva,1997-11-30,1892753408,35.025,364.902,1.319,1572.581,1592.381,4164.057,599.627,7.064
29613,TELESKI,Skienselva,1998-02-28,2509973380,37.695,605.059,5.958,1711.356,2408.988,5521.941,851.643,11.987
29613,TELESKI,Skienselva,1998-05-31,2964937843,24.592,739.791,1.643,2221.772,2814.482,6500.13,953.386,8.895
29613,TELESKI,Skienselva,1998-08-31,1985124008,30.236,350.122,1.299,1740.271,1716.154,4251.722,611.732,5.955
29613,TELESKI,Skienselva,1998-11-30,2589966352,57.088,476.04,2.632,2825.117,2367.425,5394.943,855.559,9.408
29613,TELESKI,Skienselva,1999-02-28,2319802210,24.082,621.174,3.364,1749.96,2226.313,4701.414,853.785,7.152
29613,TELESKI,Skienselva,1999-05-31,2861755369,26.755,616.927,2.331,1820.117,2542.274,6243.437,880.164,8.97
29613,TELESKI,Skienselva,1999-08-31,2039870410,29.4,340.845,1.961,1501.861,1809.855,4984.776,558.179,6.578
29613,TELESKI,Skienselva,1999-11-30,2329339868,48.613,393.728,1.622,1509.884,2050.948,5894.581,649.028,7.757
29613,TELESKI,Skienselva,2000-02-29,2403347194,38.126,492.371,3.112,1253.594,2449.729,6064.06,678.98,8.239
29613,TELESKI,Skienselva,2000-05-31,2802508160,17.014,589.413,5.162,1820.723,3469.386,6237.803,867.21,9.899
29613,TELESKI,Skienselva,2000-08-31,2209711799,37.834,328.058,4.736,1690.714,2211.419,4743.163,762.579,8.019
29613,TELESKI,Skienselva,2000-11-30,5060708944,76.896,926.844,15.86,31247.965,6999.293,13892.794,1536.9,18.919
29613,TELESKI,Skienselva,2001-02-28,3189411928,34.66,612.877,9.69,8376.512,4358.344,9796.427,994.695,12.172
29613,TELESKI,Skienselva,2001-05-31,3252736128,49.486,627.048,6.154,6229.185,4165.805,8399.874,1050.067,12.782
29613,TELESKI,Skienselva,2001-08-31,2179752372,23.217,304.065,3.179,3924.841,1975.12,5480.691,550.296,8.753
29613,TELESKI,Skienselva,2001-11-30,2728013086,43.875,438.646,22.293,2232.082,2519.907,7652.794,678.827,11.249
29613,TELESKI,Skienselva,2002-02-28,2398721522,35.405,542.112,11.984,1616.475,2478.838,6396.652,729.64,10.119
29613,TELESKI,Skienselva,2002-05-31,2930037457,20.153,665.544,8.014,2260.929,2625.335,7333.024,873.148,12.67
29613,TELESKI,Skienselva,2002-08-31,2203073514,31.415,381.197,7.079,1777.154,1764.666,5367.008,579.866,9.711
29613,TELESKI,Skienselva,2002-11-30,1639764530,31.538,246.946,5.732,1374.607,1181.432,3777.543,420.06,7.415
29613,TELESKI,Skienselva,2003-02-28,1706418860,36.468,320.986,6.537,1475.764,1653.119,4104.39,465.798,7.865
29613,TELESKI,Skienselva,2003-05-31,2490381347,33.798,490.485,8.73,2162.913,2393.502,6414.597,728.633,11.764
29613,TELESKI,Skienselva,2003-08-31,1748734488,29.982,275.853,3.085,2287.839,1530.889,5325.946,488.382,8.408
29613,TELESKI,Skienselva,2003-11-30,1818371619,42.85,315.495,2.299,1134.66,1305.997,4918.325,493.462,8.936
29613,TELESKI,Skienselva,2004-02-29,2035553083,19.692,433.661,3.838,2692.133,2018.63,4884.337,605.632,9.921
29613,TELESKI,Skienselva,2004-05-31,2690004919,27.756,522.642,6.412,8886.001,2837.763,6257.106,841.018,16.983
29613,TELESKI,Skienselva,2004-08-31,1568524033,22.475,222.72,1.63,1494.057,1341.878,3694.318,417.065,5.148
29613,TELESKI,Skienselva,2004-11-30,2352889173,30.364,386.956,2.353,2345.197,2115.128,6378.9,656.069,8.592
29613,TELESKI,Skienselva,2005-02-28,2335933930,21.536,455.621,3.12,2551.067,2386.602,5793.127,655.243,7.839
29613,TELESKI,Skienselva,2005-05-31,2209939200,17.571,440.943,3.003,2948.402,2311.592,5134.982,644.734,8.492
29613,TELESKI,Skienselva,2005-08-31,2094358973,21.995,296.42,2.094,2092.862,1774.918,4614.667,519.931,8.154
29613,TELESKI,Skienselva,2005-11-30,2267107496,38.151,382.345,2.267,1783.693,2088.703,4981.756,607.908,9.317
29613,TELESKI,Skienselva,2006-02-28,2338074325,20.928,451.145,3.285,1230.863,2226.361,5407.292,656.217,11.189
29613,TELESKI,Skienselva,2006-05-31,2778865690,17.589,515.82,2.779,2352.225,2800.139,9928.697,744.668,9.42
29613,TELESKI,Skienselva,2006-08-31,1726164638,20.165,225.599,1.726,1304.578,1459.302,3906.48,459.805,5.931
29613,TELESKI,Skienselva,2006-11-30,2827625465,37.856,380.115,3.295,2804.895,2714.442,7276.168,830.763,10.479
29613,TELESKI,Skienselva,2007-02-28,2608202512,16.645,530.767,3.33,2450.072,2847.909,6666.838,796.32,8.556
29613,TELESKI,Skienselva,2007-05-31,2604237713,24.012,487.226,2.604,2602.528,2723.666,6163.531,769.521,7.813
29613,TELESKI,Skienselva,2007-08-31,3352283785,41.423,506.406,4.862,3821.841,3395.259,9487.511,907.202,12.482
29613,TELESKI,Skienselva,2007-11-30,1418433979,16.404,181.357,1.418,625.201,1358.249,3989.274,368.88,5.029
29613,TELESKI,Skienselva,2008-02-29,2504546170,7.238,486.879,3.699,2578.145,2660.185,5990.952,719.891,9.947
29613,TELESKI,Skienselva,2008-05-31,4048007650,19.295,723.026,4.736,3072.141,4334.034,9036.188,1133.403,11.467
29613,TELESKI,Skienselva,2008-08-31,2594992814,41.498,315.16,3.362,2534.238,2121.163,5747.301,675.393,12.522
29613,TELESKI,Skienselva,2008-11-30,2087470615,47.802,331.159,4.628,2774.97,2094.309,5245.131,661.962,20.47
29613,TELESKI,Skienselva,2009-02-28,2267367352,26.066,361.804,4.745,1352.502,2328.037,5581.782,729.361,13.973
29613,TELESKI,Skienselva,2009-05-31,2933854141,20.577,478.129,4.722,2657.547,3108.698,6534.785,824.415,13.555
29613,TELESKI,Skienselva,2009-08-31,1803328443,28.514,212.091,8.165,5092.348,1713.349,4724.276,593.131,48.292
29613,TELESKI,Skienselva,2009-11-30,2150386892,34.379,276.027,5.631,4925.029,2154.969,6487.268,600.403,10.99
